repeatNo, agentNo, agentID, agentType, agentTypeNo, time, fps, x, y, z, yaw 
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 0.100, 20.000, -61.540, -22.640, 1.545, 0.333
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 0.100, 20.000, -1.930, 1.130, 1.545, -2.768
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 0.200, 20.000, -61.540, -22.640, 1.198, 0.333
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 0.200, 20.000, -1.930, 1.130, 1.198, -2.768
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 0.300, 20.000, -61.540, -22.640, 0.753, 0.333
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 0.300, 20.000, -1.930, 1.130, 0.753, -2.768
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 0.400, 20.000, -61.540, -22.640, 0.211, 0.333
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 0.400, 20.000, -1.930, 1.130, 0.211, -2.768
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 0.500, 20.000, -61.538, -22.640, 0.036, 0.333
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 0.500, 20.000, -1.932, 1.130, 0.036, -2.768
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 0.600, 20.000, -61.537, -22.640, 0.060, 0.333
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 0.600, 20.000, -1.933, 1.130, 0.060, -2.768
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 0.700, 20.000, -61.537, -22.640, 0.083, 0.333
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 0.700, 20.000, -1.933, 1.130, 0.083, -2.768
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 0.800, 20.000, -61.538, -22.640, 0.101, 0.333
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 0.800, 20.000, -1.932, 1.130, 0.101, -2.768
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 0.900, 20.000, -61.538, -22.640, 0.112, 0.333
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 0.900, 20.000, -1.932, 1.130, 0.112, -2.768
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 1.000, 20.000, -61.538, -22.640, 0.119, 0.333
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 1.000, 20.000, -1.932, 1.130, 0.119, -2.768
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 1.100, 20.000, -61.538, -22.640, 0.124, 0.333
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 1.100, 20.000, -1.932, 1.130, 0.124, -2.768
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 1.200, 20.000, -61.538, -22.640, 0.126, 0.333
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 1.200, 20.000, -1.932, 1.130, 0.126, -2.768
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 1.300, 20.000, -61.538, -22.640, 0.127, 0.333
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 1.300, 20.000, -1.932, 1.130, 0.127, -2.768
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 1.400, 20.000, -61.538, -22.640, 0.128, 0.333
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 1.400, 20.000, -1.932, 1.130, 0.128, -2.768
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 1.500, 20.000, -61.538, -22.640, 0.129, 0.333
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 1.500, 20.000, -1.932, 1.130, 0.129, -2.768
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 1.600, 20.000, -61.538, -22.640, 0.129, 0.333
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 1.600, 20.000, -1.932, 1.130, 0.129, -2.768
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 1.700, 20.000, -61.538, -22.640, 0.129, 0.333
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 1.700, 20.000, -1.932, 1.130, 0.129, -2.768
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 1.800, 20.000, -61.538, -22.640, 0.129, 0.333
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 1.800, 20.000, -1.932, 1.130, 0.129, -2.768
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 1.900, 20.000, -61.538, -22.640, 0.129, 0.333
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 1.900, 20.000, -1.932, 1.130, 0.129, -2.768
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 2.000, 20.000, -61.538, -22.640, 0.129, 0.333
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 2.000, 20.000, -1.932, 1.130, 0.129, -2.768
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 2.100, 20.000, -61.538, -22.640, 0.129, 0.333
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 2.100, 20.000, -1.932, 1.130, 0.129, -2.768
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 2.200, 20.000, -61.538, -22.640, 0.129, 0.333
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 2.200, 20.000, -1.932, 1.130, 0.129, -2.768
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 2.300, 20.000, -61.538, -22.640, 0.129, 0.333
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 2.300, 20.000, -1.932, 1.130, 0.129, -2.768
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 2.400, 20.000, -61.514, -22.611, 0.130, 0.348
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 2.400, 20.000, -1.954, 1.100, 0.130, -2.754
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 2.500, 20.000, -61.395, -22.494, 0.131, 0.392
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 2.500, 20.000, -2.069, 0.978, 0.131, -2.709
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 2.600, 20.000, -61.150, -22.339, 0.131, 0.421
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 2.600, 20.000, -2.308, 0.813, 0.131, -2.680
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 2.700, 20.000, -60.823, -22.206, 0.131, 0.411
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 2.700, 20.000, -2.629, 0.667, 0.131, -2.690
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 2.800, 20.000, -60.471, -22.114, 0.130, 0.374
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 2.800, 20.000, -2.977, 0.561, 0.130, -2.727
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 2.900, 20.000, -60.121, -22.037, 0.130, 0.340
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 2.900, 20.000, -3.324, 0.470, 0.130, -2.761
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 3.000, 20.000, -59.775, -21.952, 0.130, 0.319
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 3.000, 20.000, -3.666, 0.372, 0.130, -2.782
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 3.100, 20.000, -59.427, -21.856, 0.130, 0.309
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 3.100, 20.000, -4.010, 0.261, 0.130, -2.792
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 3.200, 20.000, -59.073, -21.748, 0.130, 0.306
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 3.200, 20.000, -4.359, 0.139, 0.130, -2.795
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 3.300, 20.000, -58.711, -21.631, 0.130, 0.308
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 3.300, 20.000, -4.716, 0.008, 0.130, -2.793
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 3.400, 20.000, -58.344, -21.509, 0.130, 0.311
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 3.400, 20.000, -5.077, -0.128, 0.130, -2.790
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 3.500, 20.000, -57.979, -21.387, 0.129, 0.314
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 3.500, 20.000, -5.437, -0.265, 0.129, -2.787
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 3.600, 20.000, -57.616, -21.264, 0.128, 0.317
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 3.600, 20.000, -5.795, -0.403, 0.129, -2.785
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 3.700, 20.000, -57.254, -21.139, 0.136, 0.320
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 3.700, 20.000, -6.153, -0.541, 0.129, -2.782
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 3.800, 20.000, -56.891, -21.015, 0.141, 0.324
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 3.800, 20.000, -6.512, -0.679, 0.129, -2.780
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 3.900, 20.000, -56.529, -20.887, 0.139, 0.328
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 3.900, 20.000, -6.870, -0.817, 0.129, -2.778
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 4.000, 20.000, -56.167, -20.757, 0.136, 0.331
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 4.000, 20.000, -7.228, -0.956, 0.129, -2.777
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 4.100, 20.000, -55.806, -20.628, 0.134, 0.334
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 4.100, 20.000, -7.585, -1.095, 0.129, -2.775
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 4.200, 20.000, -55.445, -20.498, 0.132, 0.336
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 4.200, 20.000, -7.943, -1.234, 0.129, -2.774
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 4.300, 20.000, -55.083, -20.368, 0.131, 0.338
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 4.300, 20.000, -8.301, -1.373, 0.129, -2.773
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 4.400, 20.000, -54.722, -20.238, 0.130, 0.340
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 4.400, 20.000, -8.658, -1.512, 0.129, -2.773
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 4.500, 20.000, -54.361, -20.108, 0.130, 0.341
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 4.500, 20.000, -9.016, -1.652, 0.129, -2.772
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 4.600, 20.000, -54.000, -19.978, 0.130, 0.342
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 4.600, 20.000, -9.373, -1.791, 0.129, -2.771
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 4.700, 20.000, -53.639, -19.848, 0.129, 0.344
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 4.700, 20.000, -9.730, -1.932, 0.129, -2.770
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 4.800, 20.000, -53.278, -19.717, 0.129, 0.344
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 4.800, 20.000, -10.082, -2.084, 0.129, -2.760
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 4.900, 20.000, -52.917, -19.586, 0.129, 0.345
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 4.900, 20.000, -10.426, -2.252, 0.129, -2.742
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 5.000, 20.000, -52.557, -19.455, 0.129, 0.346
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 5.000, 20.000, -10.763, -2.432, 0.129, -2.721
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 5.100, 20.000, -52.196, -19.324, 0.129, 0.346
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 5.100, 20.000, -11.097, -2.621, 0.129, -2.699
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 5.200, 20.000, -51.835, -19.193, 0.129, 0.347
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 5.200, 20.000, -11.428, -2.815, 0.129, -2.678
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 5.300, 20.000, -51.475, -19.062, 0.129, 0.347
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 5.300, 20.000, -11.756, -3.012, 0.129, -2.660
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 5.400, 20.000, -51.114, -18.931, 0.129, 0.348
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 5.400, 20.000, -12.084, -3.213, 0.129, -2.644
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 5.500, 20.000, -50.753, -18.800, 0.129, 0.348
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 5.500, 20.000, -12.410, -3.415, 0.129, -2.630
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 5.600, 20.000, -50.393, -18.668, 0.129, 0.348
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 5.600, 20.000, -12.736, -3.619, 0.129, -2.619
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 5.700, 20.000, -50.033, -18.535, 0.129, 0.350
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 5.700, 20.000, -13.060, -3.825, 0.129, -2.609
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 5.800, 20.000, -49.674, -18.400, 0.129, 0.352
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 5.800, 20.000, -13.384, -4.031, 0.129, -2.601
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 5.900, 20.000, -49.315, -18.264, 0.129, 0.355
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 5.900, 20.000, -13.707, -4.238, 0.129, -2.594
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 6.000, 20.000, -48.957, -18.126, 0.129, 0.358
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 6.000, 20.000, -14.030, -4.447, 0.129, -2.588
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 6.100, 20.000, -48.599, -17.987, 0.129, 0.361
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 6.100, 20.000, -14.352, -4.655, 0.129, -2.583
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 6.200, 20.000, -48.241, -17.848, 0.129, 0.363
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 6.200, 20.000, -14.674, -4.865, 0.129, -2.579
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 6.300, 20.000, -47.884, -17.709, 0.129, 0.365
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 6.300, 20.000, -14.995, -5.075, 0.129, -2.575
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 6.400, 20.000, -47.526, -17.569, 0.129, 0.367
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 6.400, 20.000, -15.317, -5.285, 0.129, -2.572
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 6.500, 20.000, -47.169, -17.429, 0.129, 0.368
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 6.500, 20.000, -15.637, -5.495, 0.129, -2.569
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 6.600, 20.000, -46.811, -17.289, 0.129, 0.370
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 6.600, 20.000, -15.958, -5.706, 0.129, -2.567
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 6.700, 20.000, -46.454, -17.149, 0.129, 0.371
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 6.700, 20.000, -16.279, -5.918, 0.129, -2.565
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 6.800, 20.000, -46.097, -17.009, 0.129, 0.372
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 6.800, 20.000, -16.599, -6.129, 0.129, -2.564
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 6.900, 20.000, -45.740, -16.868, 0.129, 0.372
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 6.900, 20.000, -16.919, -6.341, 0.129, -2.562
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 7.000, 20.000, -45.383, -16.728, 0.129, 0.373
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 7.000, 20.000, -17.239, -6.552, 0.129, -2.561
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 7.100, 20.000, -45.025, -16.589, 0.129, 0.372
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 7.100, 20.000, -17.559, -6.764, 0.129, -2.560
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 7.200, 20.000, -44.667, -16.451, 0.129, 0.371
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 7.200, 20.000, -17.879, -6.976, 0.129, -2.559
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 7.300, 20.000, -44.309, -16.314, 0.129, 0.370
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 7.300, 20.000, -18.199, -7.189, 0.129, -2.558
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 7.400, 20.000, -43.951, -16.177, 0.129, 0.369
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 7.400, 20.000, -18.517, -7.403, 0.129, -2.556
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 7.500, 20.000, -43.592, -16.040, 0.129, 0.368
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 7.500, 20.000, -18.833, -7.621, 0.129, -2.551
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 7.600, 20.000, -43.233, -15.904, 0.129, 0.367
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 7.600, 20.000, -19.147, -7.842, 0.130, -2.546
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 7.700, 20.000, -42.875, -15.767, 0.129, 0.366
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 7.700, 20.000, -19.459, -8.065, 0.130, -2.540
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 7.800, 20.000, -42.516, -15.631, 0.129, 0.365
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 7.800, 20.000, -19.771, -8.289, 0.130, -2.535
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 7.900, 20.000, -42.157, -15.495, 0.129, 0.365
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 7.900, 20.000, -20.082, -8.514, 0.130, -2.530
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 8.000, 20.000, -41.799, -15.359, 0.129, 0.364
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 8.000, 20.000, -20.392, -8.739, 0.130, -2.526
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 8.100, 20.000, -41.440, -15.222, 0.130, 0.364
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 8.100, 20.000, -20.703, -8.965, 0.130, -2.523
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 8.200, 20.000, -41.081, -15.088, 0.130, 0.362
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 8.200, 20.000, -21.013, -9.192, 0.130, -2.520
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 8.300, 20.000, -40.718, -14.975, 0.130, 0.347
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 8.300, 20.000, -21.322, -9.419, 0.129, -2.518
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 8.400, 20.000, -40.353, -14.900, 0.142, 0.313
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 8.400, 20.000, -21.641, -9.626, 0.129, -2.531
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 8.500, 20.000, -39.995, -14.853, 0.150, 0.271
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 8.500, 20.000, -21.975, -9.782, 0.129, -2.573
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 8.600, 20.000, -39.626, -14.823, 0.156, 0.227
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 8.600, 20.000, -22.320, -9.888, 0.129, -2.635
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 8.700, 20.000, -39.249, -14.804, 0.159, 0.186
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 8.700, 20.000, -22.676, -9.962, 0.130, -2.703
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 8.800, 20.000, -38.872, -14.793, 0.162, 0.149
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 8.800, 20.000, -23.041, -10.015, 0.130, -2.769
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 8.900, 20.000, -38.494, -14.790, 0.164, 0.116
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 8.900, 20.000, -23.411, -10.054, 0.131, -2.831
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 9.000, 20.000, -38.115, -14.793, 0.166, 0.088
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 9.000, 20.000, -23.784, -10.080, 0.132, -2.886
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 9.100, 20.000, -37.751, -14.799, 0.182, 0.062
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 9.100, 20.000, -24.150, -10.094, 0.151, -2.937
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 9.200, 20.000, -37.381, -14.808, 0.192, 0.042
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 9.200, 20.000, -24.523, -10.102, 0.158, -2.978
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 9.300, 20.000, -37.005, -14.819, 0.198, 0.025
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 9.300, 20.000, -24.902, -10.107, 0.161, -3.013
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 9.400, 20.000, -36.626, -14.818, 0.201, 0.021
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 9.400, 20.000, -25.281, -10.102, 0.163, -3.047
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 9.500, 20.000, -36.248, -14.794, 0.202, 0.032
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 9.500, 20.000, -25.654, -10.074, 0.165, -3.088
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 9.600, 20.000, -35.872, -14.752, 0.203, 0.051
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 9.600, 20.000, -26.023, -10.021, 0.166, -3.133
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 9.700, 20.000, -35.496, -14.697, 0.204, 0.073
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 9.700, 20.000, -26.390, -9.949, 0.167, 3.103
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 9.800, 20.000, -35.120, -14.636, 0.205, 0.094
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 9.800, 20.000, -26.757, -9.863, 0.168, 3.059
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 9.900, 20.000, -34.744, -14.569, 0.205, 0.113
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 9.900, 20.000, -27.122, -9.767, 0.168, 3.018
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 10.000, 20.000, -34.372, -14.501, 0.199, 0.127
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 10.000, 20.000, -27.487, -9.662, 0.168, 2.982
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 10.100, 20.000, -33.999, -14.435, 0.182, 0.141
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 10.100, 20.000, -27.848, -9.545, 0.176, 2.955
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 10.200, 20.000, -33.624, -14.362, 0.173, 0.154
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 10.200, 20.000, -28.209, -9.430, 0.182, 2.931
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 10.300, 20.000, -33.250, -14.284, 0.170, 0.166
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 10.300, 20.000, -28.572, -9.314, 0.180, 2.908
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 10.400, 20.000, -32.876, -14.205, 0.169, 0.176
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 10.400, 20.000, -28.935, -9.195, 0.177, 2.888
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 10.500, 20.000, -32.502, -14.126, 0.168, 0.184
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 10.500, 20.000, -29.297, -9.072, 0.152, 2.870
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 10.600, 20.000, -32.127, -14.048, 0.168, 0.188
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 10.600, 20.000, -29.656, -8.945, 0.138, 2.856
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 10.700, 20.000, -31.751, -13.992, 0.168, 0.177
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 10.700, 20.000, -30.017, -8.819, 0.133, 2.845
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 10.800, 20.000, -31.378, -13.975, 0.163, 0.146
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 10.800, 20.000, -30.379, -8.692, 0.131, 2.836
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 10.900, 20.000, -31.007, -13.988, 0.153, 0.105
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 10.900, 20.000, -30.741, -8.565, 0.131, 2.828
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 11.000, 20.000, -30.633, -14.019, 0.144, 0.062
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 11.000, 20.000, -31.101, -8.436, 0.130, 2.821
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 11.100, 20.000, -30.257, -14.062, 0.138, 0.022
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 11.100, 20.000, -31.462, -8.307, 0.130, 2.815
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 11.200, 20.000, -29.882, -14.113, 0.135, -0.014
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 11.200, 20.000, -31.822, -8.176, 0.130, 2.810
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 11.300, 20.000, -29.507, -14.171, 0.132, -0.046
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 11.300, 20.000, -32.183, -8.044, 0.130, 2.805
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 11.400, 20.000, -29.131, -14.234, 0.131, -0.074
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 11.400, 20.000, -32.542, -7.912, 0.130, 2.801
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 11.500, 20.000, -28.755, -14.300, 0.130, -0.097
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 11.500, 20.000, -32.902, -7.779, 0.130, 2.798
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 11.600, 20.000, -28.380, -14.370, 0.130, -0.117
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 11.600, 20.000, -33.262, -7.646, 0.130, 2.795
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 11.700, 20.000, -28.004, -14.442, 0.130, -0.134
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 11.700, 20.000, -33.621, -7.512, 0.130, 2.793
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 11.800, 20.000, -27.629, -14.516, 0.129, -0.149
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 11.800, 20.000, -33.981, -7.378, 0.130, 2.791
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 11.900, 20.000, -27.254, -14.592, 0.129, -0.161
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 11.900, 20.000, -34.340, -7.244, 0.130, 2.789
1, 1, 88, vehicle.mercedes-benz.coupe, 1, 12.000, 20.000, -26.878, -14.670, 0.129, -0.171
1, 2, 89, vehicle.mercedes-benz.coupe, 1, 12.000, 20.000, -34.700, -7.109, 0.129, 2.788
